symbol,detail,numbers,page,source
Abisso,cadere: devi analizzare meglio te stesso; 44,44,5,Smorfia napoletana - La vera cabala del lotto
Abitante,di campagna: desiderio di un amore romantico; 55,55,5,Smorfia napoletana - La vera cabala del lotto
Abitante,"di città: freddezza, calcolo; 84",84,5,Smorfia napoletana - La vera cabala del lotto
Abitazione,fatiscente: hai un forte complesso di inferiorità; 40,40,5,Smorfia napoletana - La vera cabala del lotto
Abitazione,bella: desideri mostrarti migliore di quello che sei; 86,86,5,Smorfia napoletana - La vera cabala del lotto
Abitazione,"moderna: ottime prospettive per il futuro, 18",18,5,Smorfia napoletana - La vera cabala del lotto
Abitazione,da costruire: allegria e felici novità in famiglia; 79,79,5,Smorfia napoletana - La vera cabala del lotto
Abitazione,cambiaria: miglioramenti nel prossimo futuro; 42,42,5,Smorfia napoletana - La vera cabala del lotto
Abitazione,in campagna; desiderio di pace; 55,55,5,Smorfia napoletana - La vera cabala del lotto
Abito,"protezione, sicurezza; 82",82,5,Smorfia napoletana - La vera cabala del lotto
Abito,"adatto alla stagione: sei equilibrato, avrai successo, 87",87,5,Smorfia napoletana - La vera cabala del lotto
Abito,inadatto: grossi problemi da risolvere 28,28,5,Smorfia napoletana - La vera cabala del lotto
Abito,da sposa: sei contrario al matrimonio e alle tradizioni di famiglia; 3,3,5,Smorfia napoletana - La vera cabala del lotto
Abito,nuovo: se cerchi un lavoro nuovo io troverai; 15,15,5,Smorfia napoletana - La vera cabala del lotto
Abito,"scuro, nero: paura di imprevisti; 73",73,5,Smorfia napoletana - La vera cabala del lotto
Abito,"vecchio: voglia di cambiare, 62",62,5,Smorfia napoletana - La vera cabala del lotto
Abito,di lusso: senso di inferiorità; 2,2,5,Smorfia napoletana - La vera cabala del lotto
Abito,sporco e lacero: paura di nemici; 48,48,6,Smorfia napoletana - La vera cabala del lotto
Abito,da bambino: rinunci spesso alle tue responsabilità; 2,2,6,Smorfia napoletana - La vera cabala del lotto
Aborto,problemi in vista; 28,28,6,Smorfia napoletana - La vera cabala del lotto
Aborto,per spavento: accusa pericolosa; 74,74,6,Smorfia napoletana - La vera cabala del lotto
Aborto,spontaneo: paura delle responsabilità; 72,72,6,Smorfia napoletana - La vera cabala del lotto
Aborto,volontario: desiderio di libertà; 71,71,6,Smorfia napoletana - La vera cabala del lotto
Accampamento,di zingari: stai pensando ad un lungo viaggio; 16,16,6,Smorfia napoletana - La vera cabala del lotto
Accarezzare,animali domestici: fai attenzione all'invidia degli altri; 27,27,6,Smorfia napoletana - La vera cabala del lotto
Accarezzare,la consorte: soffri di solitudine; 17,17,6,Smorfia napoletana - La vera cabala del lotto
Accarezzare,l'amante: desiderio di lusso; 22,22,6,Smorfia napoletana - La vera cabala del lotto
Accarezzare,i genitori: hai dei complessi di colpa da cui devi liberarti; 30,30,6,Smorfia napoletana - La vera cabala del lotto
Accarezzare,animali selvatici: devi evitare di litigare; 3,3,6,Smorfia napoletana - La vera cabala del lotto
Accarezzare,morti: fortuna; 56,56,6,Smorfia napoletana - La vera cabala del lotto
Accatastare,oggetti inutili: sei troppo confuso; 31,31,6,Smorfia napoletana - La vera cabala del lotto
Accatastare,denaro e oggetti: spendi al di sopra delle tue possibilità; 63,63,6,Smorfia napoletana - La vera cabala del lotto
Accatastare,libri: necessiti di un periodo di meditazione; 64,64,6,Smorfia napoletana - La vera cabala del lotto
Accattone,devi avere fiducia in te stesso: 2,2,6,Smorfia napoletana - La vera cabala del lotto
Accattone,"per strada: mancanza di affetto, solitudine: 7",7,6,Smorfia napoletana - La vera cabala del lotto
Accendere,un fuoco: devi essere più tranquillo; 78,78,7,Smorfia napoletana - La vera cabala del lotto
Accendere,"una candela: periodo spensierato, allegro; 14",14,7,Smorfia napoletana - La vera cabala del lotto
Accendere,la luce: hai un problema che non riesci a risolvere; 14,14,7,Smorfia napoletana - La vera cabala del lotto
Accendere,una sigaretta: sei insicuro; 7,7,7,Smorfia napoletana - La vera cabala del lotto
Accendere,"il camino: tranquillità, sicurezza economica e finanziaria; 11",11,7,Smorfia napoletana - La vera cabala del lotto
Accettare,qualcuno o qualcosa: in questo momento il tuo umore è eccellente; 17,17,7,Smorfia napoletana - La vera cabala del lotto
Acciaio,incandescente: la tua decisione può essere nociva ad altri; 73,73,7,Smorfia napoletana - La vera cabala del lotto
Acciughe,pescarle: presto una gradita sorpresa; 13,13,7,Smorfia napoletana - La vera cabala del lotto
Acciughe,vive: hai paura di essere preso in giro; 75,75,7,Smorfia napoletana - La vera cabala del lotto
Acciughe,cotte: deterioramento dei rapporti sentimentali; 41,41,7,Smorfia napoletana - La vera cabala del lotto
Acciughe,mangiarle: desiderio sessuale; 3,3,7,Smorfia napoletana - La vera cabala del lotto
Accoltellare,evitare gesti o parole impulsive; 18,18,7,Smorfia napoletana - La vera cabala del lotto
Accoltellare,vedere accoltellare: sei tormentato da una rivalità in amore; 21,21,7,Smorfia napoletana - La vera cabala del lotto
Accompagnare,"un parente: avrai dei contrasti di interesse, 55",55,7,Smorfia napoletana - La vera cabala del lotto
Accompagnare,un morto: un affare è andato molto male; 37,37,7,Smorfia napoletana - La vera cabala del lotto
Accompagnare,un amico: è importante parlare del lavoro; 43,43,7,Smorfia napoletana - La vera cabala del lotto
Accompagnare,a cerimonia nuziale: prossima eredità; 53,53,8,Smorfia napoletana - La vera cabala del lotto
Accoppiare,"due animali: vincita, abbondanza; 68",68,8,Smorfia napoletana - La vera cabala del lotto
Accorrere In Aiuto,disgrazia vicina; 26,26,8,Smorfia napoletana - La vera cabala del lotto
Accumulare Ricchezze,perdita di denaro; 42,42,8,Smorfia napoletana - La vera cabala del lotto
Accusare,essere accusati: in arrivo brutte notizie; 72,72,8,Smorfia napoletana - La vera cabala del lotto
Accusare,un parente: malattia; 6,6,8,Smorfia napoletana - La vera cabala del lotto
Aceto,gelosia; 75,75,8,Smorfia napoletana - La vera cabala del lotto
Aceto,"bianco: decadimento, rovina; 13",13,8,Smorfia napoletana - La vera cabala del lotto
Aceto,rosso: hai insultato qualcuno; 27,27,8,Smorfia napoletana - La vera cabala del lotto
Aceto,preparalo: sarai scorretto; 38,38,8,Smorfia napoletana - La vera cabala del lotto
Aceto,condire: risolvi una lite: 2,2,8,Smorfia napoletana - La vera cabala del lotto
Aceto,versarlo accidentalmente: giudichi qualcuno in modo errato; 63,63,8,Smorfia napoletana - La vera cabala del lotto
Acqua,calda: malattia in vista; 30,30,8,Smorfia napoletana - La vera cabala del lotto
Acqua,fredda: odio dichiarato; 69,69,8,Smorfia napoletana - La vera cabala del lotto
Acqua,che bolle: puoi fare grandi acquisti; 37,37,8,Smorfia napoletana - La vera cabala del lotto
Acqua,che si rovescia: sei osservato; 80,80,8,Smorfia napoletana - La vera cabala del lotto
Acqua,sporca: precauzione; 34,34,8,Smorfia napoletana - La vera cabala del lotto
Acqua,versarne: incendio; 88,88,8,Smorfia napoletana - La vera cabala del lotto
Acqua,"dal rubinetto: essere tormentati, 45",45,9,Smorfia napoletana - La vera cabala del lotto
Acqua,di sorgente: spensieratezza; 40,40,9,Smorfia napoletana - La vera cabala del lotto
Acqua,benedetta: tranquillità; 3,3,9,Smorfia napoletana - La vera cabala del lotto
Acqua,berla: nascita in famiglia; 6,6,9,Smorfia napoletana - La vera cabala del lotto
Acqua,distillata: purezza; 17,17,9,Smorfia napoletana - La vera cabala del lotto
Acqua,in bottiglia: desideri di forti emozioni; 13,13,9,Smorfia napoletana - La vera cabala del lotto
Acqua,di mare: grandi viaggi si prospetteranno; 36,36,9,Smorfia napoletana - La vera cabala del lotto
Acqua,bagnarsi: cambiamento; 87,87,9,Smorfia napoletana - La vera cabala del lotto
Acqua,"di colonia: il tuo obiettivo è avere successo, 11",11,9,Smorfia napoletana - La vera cabala del lotto
Acqua,piovana: riceverai un premio gradito; 6,6,9,Smorfia napoletana - La vera cabala del lotto
Acqua,cadere in acqua bollente: sei abbandonato dalla fortuna: 37,37,9,Smorfia napoletana - La vera cabala del lotto
Acquavite,"berla: desideri dimenticare i tuoi guai, 53",53,9,Smorfia napoletana - La vera cabala del lotto
Acquavite,assaggiarla: ami i piaceri della vita; 50,50,9,Smorfia napoletana - La vera cabala del lotto
Acquisto,"di auto: presto ci saranno dei cambiamenti, 18",18,9,Smorfia napoletana - La vera cabala del lotto
Acquisto,"di merce: le sofferenze stanno per finire, 88",88,9,Smorfia napoletana - La vera cabala del lotto
Acquisto,"di casa: desiderio di cambiare la propria situazione, 12",12,9,Smorfia napoletana - La vera cabala del lotto
Acquisto,di terreno: cambierai lavoro 6,6,9,Smorfia napoletana - La vera cabala del lotto
Addentare,pane: ottimo rapporto con la natura; 16,16,9,Smorfia napoletana - La vera cabala del lotto
Addentare,carne: successo sentimentale; 27,27,9,Smorfia napoletana - La vera cabala del lotto
Addentare,frutta: riconoscimenti nel campo dei lavoro; 30,30,9,Smorfia napoletana - La vera cabala del lotto
Addentare,"essere addentato: malattia, artrite; 46",46,9,Smorfia napoletana - La vera cabala del lotto
Addormentarsi,buone notizie; 10,10,10,Smorfia napoletana - La vera cabala del lotto
Addormentarsi,da soli: cambierai ambiente; 45,45,10,Smorfia napoletana - La vera cabala del lotto
Addormentarsi,in campagna: matrimonio in vista; 67,67,10,Smorfia napoletana - La vera cabala del lotto
Adulterio,commetterlo: qualcuno sparla di te; 40,40,10,Smorfia napoletana - La vera cabala del lotto
Adulterio,esserne vittima: il coniuge ti è fedelissimo; 33,33,10,Smorfia napoletana - La vera cabala del lotto
Adulterio,esserne pentito: scoprirai cosa desideri veramente; 3,3,10,Smorfia napoletana - La vera cabala del lotto
Aeroporto,trovi difficoltà ad organizzare il tuo tempo; 42,42,10,Smorfia napoletana - La vera cabala del lotto
Affannarsi,sei troppo calmo e tranquillo; 3,3,10,Smorfia napoletana - La vera cabala del lotto
Affogare,"nel mare: cambierai attività e incontrerai delle difficoltà, 2",2,10,Smorfia napoletana - La vera cabala del lotto
Affogare,sé stessi: guadagno; 5,5,10,Smorfia napoletana - La vera cabala del lotto
Affogare,qualcuno: hai paura di non essere sufficientemente amato; 3,3,10,Smorfia napoletana - La vera cabala del lotto
Affrettarsi,insicurezza interiore; 90,90,10,Smorfia napoletana - La vera cabala del lotto
Affrontare,"animali feroci: sei circondato da persone ostili, 49",49,10,Smorfia napoletana - La vera cabala del lotto
Affrontare,nemici; complicazioni affettive; 9,9,10,Smorfia napoletana - La vera cabala del lotto
Aggirare,un ostacolo: non considerarti troppo furbo; 71,71,10,Smorfia napoletana - La vera cabala del lotto
Aggrapparsi,a qualcosa: devi essere forte d'animo; 61,61,11,Smorfia napoletana - La vera cabala del lotto
Aggressione,visita non gradita; 90,90,11,Smorfia napoletana - La vera cabala del lotto
Aggressione,di giorno: hai paura degli istinti; 15,15,11,Smorfia napoletana - La vera cabala del lotto
Aggressione,di notte: una donna niente per interesse; 83,83,11,Smorfia napoletana - La vera cabala del lotto
Aguzzino,noie; 77/89,77 89,11,Smorfia napoletana - La vera cabala del lotto
Aglio,mangiarlo: stai attraversando un periodo triste; 9,9,11,Smorfia napoletana - La vera cabala del lotto
Aglio,piantarlo: ti attende un'avventura sentimentale molto piacevole; 35,35,11,Smorfia napoletana - La vera cabala del lotto
Aglio,coglierlo: discussioni con i tuoi familiari; 41,41,11,Smorfia napoletana - La vera cabala del lotto
Aglio,cucinarlo: vita affettiva ricca; 12,12,11,Smorfia napoletana - La vera cabala del lotto
Agnello,pazienza; 21/15,21 15,11,Smorfia napoletana - La vera cabala del lotto
Agnello,accarezzare un agnello: stai trovando un amico; 57,57,11,Smorfia napoletana - La vera cabala del lotto
Agnello,tosare un agnello perdi denaro; 59,59,11,Smorfia napoletana - La vera cabala del lotto
Agnello,portare in spalla un agnello: avvenire assicurato; 4/89,4 89,11,Smorfia napoletana - La vera cabala del lotto
Agnello,comperarlo: la felicità è vicina; 6,6,11,Smorfia napoletana - La vera cabala del lotto
Agnello,vederlo pascolare: i figli ti danno grandi soddisfazioni; 67,67,11,Smorfia napoletana - La vera cabala del lotto
Agnello,ucciderlo: non lasciarli influenzare dai cattivi consigli; 64,64,11,Smorfia napoletana - La vera cabala del lotto
Ago,problemi nel campo sentimentale; 16/60,16 60,11,Smorfia napoletana - La vera cabala del lotto
Ago,"perderlo: insicurezza, 40",40,11,Smorfia napoletana - La vera cabala del lotto
Ago,essere punti: desideri sessuali; 12,12,11,Smorfia napoletana - La vera cabala del lotto
Agonia,di sé stessi: non sei capace di effettuare i cambiamenti che vorresti 49,49,12,Smorfia napoletana - La vera cabala del lotto
Agonia,assistere: presagio di buona salute; 85,85,12,Smorfia napoletana - La vera cabala del lotto
Agosto,poca voglia di lavorare; 8,8,12,Smorfia napoletana - La vera cabala del lotto
Agricoltore,diventerai ricco coi tuo lavoro; 77,77,12,Smorfia napoletana - La vera cabala del lotto
Agrumi,vederne in quantità: abbondanza e novità piacevoli; 79,79,12,Smorfia napoletana - La vera cabala del lotto
Agrumi,mangiarne: sacrifici; 41,41,12,Smorfia napoletana - La vera cabala del lotto
Airone,sarai ingannato: 28,28,12,Smorfia napoletana - La vera cabala del lotto
Aiuto,chiederlo: inconsciamente vuoi aiutare qualcuno; 9,9,12,Smorfia napoletana - La vera cabala del lotto
Alba,il tuo avvenire è interessante; 32,32,12,Smorfia napoletana - La vera cabala del lotto
Albergo,riposo; 32,32,12,Smorfia napoletana - La vera cabala del lotto
Albergo,vederlo: tormento 76,76,12,Smorfia napoletana - La vera cabala del lotto
Albergo,confortevole: periodo felice; 83,83,12,Smorfia napoletana - La vera cabala del lotto
Albergo,notturno: il tuo entusiasmo crollerà; 46,46,12,Smorfia napoletana - La vera cabala del lotto
Albero,verde: speranza; 35,35,13,Smorfia napoletana - La vera cabala del lotto
Albero,fiorito: gioia 73,73,13,Smorfia napoletana - La vera cabala del lotto
Albero,"diritto: buone notizie, 23/24/47",23 24 47,13,Smorfia napoletana - La vera cabala del lotto
Albero,"con frutti: hai tantissimi amici, 41",41,13,Smorfia napoletana - La vera cabala del lotto
Albero,"ingiallito: futura e grave infermità, 1",1,13,Smorfia napoletana - La vera cabala del lotto
Albero,"di Natale: gioia e felicità, la famiglia è unita; 33/90/15",33 90 15,13,Smorfia napoletana - La vera cabala del lotto
Albero,sempre verde: hai un forte carattere: 71,71,13,Smorfia napoletana - La vera cabala del lotto
Albero,"infranto: problemi in famiglia, 40",40,13,Smorfia napoletana - La vera cabala del lotto
Albero,secco: lutto familiare; 33,33,13,Smorfia napoletana - La vera cabala del lotto
Albero,arrampicarsi: desiderio sessuale; 3,3,13,Smorfia napoletana - La vera cabala del lotto
Albero,"addormentarsi sotto un albero: abbandono, 8/69",8 69,13,Smorfia napoletana - La vera cabala del lotto
Albero,rifugiarsi sotto: bisogno di protezione; 70,70,13,Smorfia napoletana - La vera cabala del lotto
Albero,piantarlo: progetti per il futuro; 73,73,13,Smorfia napoletana - La vera cabala del lotto
Albero,"trovarsi dentro: prosperità, 13",13,13,Smorfia napoletana - La vera cabala del lotto
Albero,storto: nemici 85,85,13,Smorfia napoletana - La vera cabala del lotto
Albero,"d'olivo: tranquillità, pace; i tuoi desideri si avvereranno; 1",1,13,Smorfia napoletana - La vera cabala del lotto
Albero,di ontano: sereno avvenire; 56,56,13,Smorfia napoletana - La vera cabala del lotto
Albero,di pesche: piccole contrarietà; 8/41,8 41,13,Smorfia napoletana - La vera cabala del lotto
Albero,di sambuco: malattia 12,12,13,Smorfia napoletana - La vera cabala del lotto
Albero,di fichi maturi: farai un bellissimo viaggio 8,8,13,Smorfia napoletana - La vera cabala del lotto
Albero,"di noci o di mandorle: gioia e denaro, 9/26",9 26,13,Smorfia napoletana - La vera cabala del lotto
Albero,della nave: vorresti migliorarti; 42,42,13,Smorfia napoletana - La vera cabala del lotto
Albicocche,"necessiti di riposo, di qualche momento di evasione; 65",65,13,Smorfia napoletana - La vera cabala del lotto
Albicocche,"mangiarne durante la stagione: salute, gioia; 25/40",25 40,14,Smorfia napoletana - La vera cabala del lotto
Albicocche,mangiarne fuori la stagione: speranze svanite; 3/56,3 56,14,Smorfia napoletana - La vera cabala del lotto
Albicocche,secche: noia; 21/36,21 36,14,Smorfia napoletana - La vera cabala del lotto
Album Di Fotografie,ricordi graditi 5/81,5 81,14,Smorfia napoletana - La vera cabala del lotto
Alfabeto,tutte le lettere scritte: chiarezza di vedute; 11,11,14,Smorfia napoletana - La vera cabala del lotto
Alimenti,abbondanza; 89,89,14,Smorfia napoletana - La vera cabala del lotto
Allacciare,le scarpe: sei in una situazione senza uscita; 80,80,14,Smorfia napoletana - La vera cabala del lotto
Allacciare,qualche cosa: migliorano i tuoi rapporti sentimentali; 30,30,14,Smorfia napoletana - La vera cabala del lotto
Allagamento,problemi personali; 27,27,14,Smorfia napoletana - La vera cabala del lotto
Allagamento,in campagna: i tuoi successi amorosi svaniscono; 17,17,14,Smorfia napoletana - La vera cabala del lotto
Allagamento,in città: attenzione ai tuoi nemici che vogliono nuocerti; 27,27,14,Smorfia napoletana - La vera cabala del lotto
Allagamento,allagare la casa: segno di maturità e di crescita; 50,50,14,Smorfia napoletana - La vera cabala del lotto
Allattare,per una donna: senso di responsabilità; 15,15,14,Smorfia napoletana - La vera cabala del lotto
Allattare,il proprio figlio: avrai difficoltà a crescerò i figli; 13,13,14,Smorfia napoletana - La vera cabala del lotto
Allattare,"vedere una donna che allatta: desiderio di tranquillità, di pace; 44",44,14,Smorfia napoletana - La vera cabala del lotto
Allegria,sensazione nel sogno: leggerezza; 71,71,14,Smorfia napoletana - La vera cabala del lotto
Allevare,incremento nel lavoro; 78,78,15,Smorfia napoletana - La vera cabala del lotto
Allevare,"animali: vuoi sempre avere in mano la situazione, 75",75,15,Smorfia napoletana - La vera cabala del lotto
Allevare,"figli: desiderio di sicurezza affettiva, 3",3,15,Smorfia napoletana - La vera cabala del lotto
Allievo,essere un allievo: qualcosa che devi affrontare ti fa paura; 1,1,15,Smorfia napoletana - La vera cabala del lotto
Allineare,degli oggetti: perdita di tempo: 4,4,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,dagli amici: hai un animo sereno; 31,31,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,dall'amante: i problemi che ti preoccupano andranno a buon fine; 39,39,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,di casa: ti senti minacciato; 45,45,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,dai genitori: devi verificare la tua autonomia; 42,42,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,dal mondo: desideri iniziare una nuova vita: 9,9,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,dal coniuge: la solita vita ti stanca: 69,69,15,Smorfia napoletana - La vera cabala del lotto
Allontanarsi,dal lavoro: sei alla ricerca di una libertà che ti manca; 15,15,15,Smorfia napoletana - La vera cabala del lotto
Alloro,corona di alloro: successo: 90,90,15,Smorfia napoletana - La vera cabala del lotto
Alloro,foglie: il tuo buon senso ti aiuterà; 8,8,15,Smorfia napoletana - La vera cabala del lotto
Alluvione,una lettera ti porterà delle novità; 74,74,15,Smorfia napoletana - La vera cabala del lotto
Altalena,fortissimo desiderio sessuale; 30,30,15,Smorfia napoletana - La vera cabala del lotto
Altare,inginocchiarsi: rispetto per l'autorità; 30,30,16,Smorfia napoletana - La vera cabala del lotto
Altare,con fiori: pensi ai patrimonio ma non lo dici: 90,90,16,Smorfia napoletana - La vera cabala del lotto
Altare,"spoglio: hai avuto una grande delusione, 51",51,16,Smorfia napoletana - La vera cabala del lotto
Altare,"distrutto, rovesciato: malinconia, noia; 70",70,16,Smorfia napoletana - La vera cabala del lotto
Altare,"demolirlo: disgrazie gravi, disperazione; perdita di figli; 30",30,16,Smorfia napoletana - La vera cabala del lotto
Altezza,essere in alta: gioia; 90,90,16,Smorfia napoletana - La vera cabala del lotto
Altezza,di un uomo: sfortuna nell'amore; 21,21,16,Smorfia napoletana - La vera cabala del lotto
Altezza,di un palazzo: stai andando incontro a gravi difficoltà 29,29,16,Smorfia napoletana - La vera cabala del lotto
Alveare,"ricchezza, abbondanza; 33",33,16,Smorfia napoletana - La vera cabala del lotto
Alzare,qualcosa: buone novità; 22,22,16,Smorfia napoletana - La vera cabala del lotto
Alzare,la voce: controllati; 7,7,16,Smorfia napoletana - La vera cabala del lotto
Alzare,le mani: sei debole e non sai difenderti. 55,55,16,Smorfia napoletana - La vera cabala del lotto
Alzare,la testa: devi prenderti una rivincita; 80,80,16,Smorfia napoletana - La vera cabala del lotto
Alzare,gli occhi: riceverai delle scuse da chi ti ha offeso; 86,86,16,Smorfia napoletana - La vera cabala del lotto
Alzarsi,"dalla sedia: buone notizie, uno visita inattesa; 3",3,16,Smorfia napoletana - La vera cabala del lotto
Alzarsi,dal letto: malattia; 80,80,16,Smorfia napoletana - La vera cabala del lotto
Amante,"infedele: presto la tua costanza in amore verrà premiata, 87",87,16,Smorfia napoletana - La vera cabala del lotto
Amante,calmo e sereno: il tuo amante ti è fedele; 52,52,17,Smorfia napoletana - La vera cabala del lotto
Amante,fare l'amore con: pensi ancora a una storia passata; 39,39,17,Smorfia napoletana - La vera cabala del lotto
Amante,che ti abbandona: sei sicuro di te stesso: 87,87,17,Smorfia napoletana - La vera cabala del lotto
Amante,che ti bada: avrai un regalo motto gradito; 86,86,17,Smorfia napoletana - La vera cabala del lotto
Amante,geloso/a: ti sei reso conto di quanto la vita è difficile; 39,39,17,Smorfia napoletana - La vera cabala del lotto
